name,vehicleModelDate,value_mileage,model,bodyType,fuelType,seatingCapacity,color,price,addressLocality,addressRegion,transmision
Nissan,2019,62500,Livina,MPV,Petrol,7,Putih,161000000,Jakarta Timur,Jabodetabek,MT
Toyota,2022,47500,Kijang Innova,MPV,Petrol,8,Hitam,395000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,12500,Calya,MPV,Petrol,7,Silver,152000000,Tangerang,Jabodetabek,AT
Mitsubishi,2019,117500,Xpander,MPV,Petrol,7,Hitam,176000000,Tangerang,Jabodetabek,AT
Toyota,2019,52500,Agya,Hatchback,Petrol,5,Abu-abu,129000000,Jakarta Barat,Jabodetabek,AT
Toyota,2022,27500,Veloz,MPV,Petrol,7,Silver,227000000,Tangerang,Jabodetabek,AT
Toyota,2023,12500,Avanza,MPV,Petrol,7,Silver,211000000,Bekasi,Jabodetabek,AT
Suzuki,2018,87500,Ignis,SUV,Petrol,5,Hitam,126000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2022,27500,SX4 S-Cross,Hatchback,Petrol,5,Putih,223000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2018,67500,Ignis,SUV,Petrol,5,Merah,128000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2018,82500,Ignis,SUV,Petrol,5,Merah,128000000,Bogor,Jabodetabek,AT
Mitsubishi,2017,57500,Mirage,Hatchback,Petrol,5,Putih,98000000,Jakarta Timur,Jabodetabek,MT
Nissan,2019,87500,Livina,MPV,Petrol,7,Putih,190000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2019,57500,Avanza,MPV,Petrol,7,Putih,185000000,Bandung,Jawa - Bali,AT
Toyota,2023,12500,Yaris Cross,SUV,Petrol,5,Orange,338000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2023,17500,Avanza,MPV,Petrol,7,Putih,194000000,Bekasi,Jabodetabek,MT
Honda,2017,97500,Jazz,Hatchback,Petrol,5,Hitam,190000000,Bekasi,Jabodetabek,AT
Toyota,2020,47500,Calya,MPV,Petrol,7,Hitam,132000000,Jakarta Timur,Jabodetabek,AT
Toyota,2021,62500,Veloz,MPV,Petrol,7,Hitam,216000000,Tangerang,Jabodetabek,AT
Honda,2023,22500,BR-V,SUV,Petrol,7,Putih,247000000,Jakarta Selatan,Jabodetabek,AT
Honda,2021,47500,Mobilio,MPV,Petrol,7,Putih,175000000,Jakarta Barat,Jabodetabek,AT
Honda,2023,7500,Brio,Hatchback,Petrol,5,Hitam,172000000,Bandung,Jawa - Bali,AT
Daihatsu,2023,12500,Sirion,Hatchback,Petrol,5,Hitam,169000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2019,57500,Rush,SUV,Petrol,7,Silver,180000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2023,27500,XL7,SUV,Petrol,7,Hitam,218000000,Bandung,Jawa - Bali,AT
Daihatsu,2023,27500,Xenia,MPV,Petrol,7,Abu-abu,215000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2017,37500,Terios,SUV,Petrol,7,Putih,158000000,Cimahi,Jawa - Bali,AT
Daihatsu,2022,7500,Ayla,Hatchback,Petrol,5,Putih,132000000,Bandung,Jawa - Bali,AT
Daihatsu,2023,22500,Terios,SUV,Petrol,7,Hitam,225000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2019,62500,Avanza,MPV,Petrol,7,Hitam,159000000,Bekasi,Jabodetabek,MT
Nissan,2021,57500,Livina,MPV,Petrol,7,Hitam,213000000,Bekasi,Jabodetabek,AT
Daihatsu,2020,52500,Terios,SUV,Petrol,7,Hitam,188000000,Tangerang,Jabodetabek,AT
Toyota,2019,52500,Kijang Innova,MPV,Petrol,8,Hitam,245000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2019,112500,Avanza,MPV,Petrol,7,Putih,136000000,Jakarta Utara,Jabodetabek,MT
Daihatsu,2022,22500,Xenia,MPV,Petrol,7,Abu-abu,168000000,Bekasi,Jabodetabek,MT
Hyundai,2022,32500,IONIQ 5,SUV,Electric,5,Abu-abu,455000000,Jakarta Utara,Jabodetabek,AT
Hyundai,2022,32500,IONIQ 5,SUV,Electric,5,Abu-abu,455000000,Jakarta Utara,Jabodetabek,AT
Toyota,2017,57500,Corolla Altis,Sedan,Petrol,5,Hitam,193000000,Jakarta Selatan,Jabodetabek,AT
Honda,2022,77500,BR-V,SUV,Petrol,7,Hitam,228000000,Jakarta Timur,Jabodetabek,AT
Toyota,2023,27500,Kijang Innova,MPV,Diesel,8,Hitam,369000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2023,17500,XL7,SUV,Petrol,7,Putih,185000000,Bogor,Jabodetabek,MT
Toyota,2020,57500,Yaris,Hatchback,Petrol,5,Hitam,187000000,Jakarta Timur,Jabodetabek,AT
Honda,2022,7500,City,Hatchback,Petrol,5,Abu-abu,238000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,32500,Yaris,Hatchback,Petrol,5,Hitam,219000000,Jakarta Timur,Jabodetabek,AT
Honda,2018,37000,HR-V,SUV,Petrol,5,Abu-abu,188000000,Jakarta Selatan,Jabodetabek,AT
Honda,2021,52500,City,Hatchback,Petrol,5,Abu-abu,224000000,Jakarta Timur,Jabodetabek,AT
Honda,2012,182500,CR-V,SUV,Petrol,5,Abu-abu,116500000,Jakarta Timur,Jabodetabek,AT
Toyota,2019,107500,Avanza,MPV,Petrol,7,Putih,148000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,12500,Avanza,MPV,Petrol,7,Silver,188000000,Bogor,Jabodetabek,MT
Toyota,2015,72500,Agya,Hatchback,Petrol,5,Biru,94000000,Jakarta Barat,Jabodetabek,AT
Suzuki,2023,32500,XL7,SUV,Petrol,7,Hitam,222000000,Bogor,Jabodetabek,AT
Toyota,2019,37500,Kijang Innova,MPV,Petrol,8,Hitam,258000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2021,72500,Sigra,MPV,Petrol,7,Silver,118000000,Jakarta Barat,Jabodetabek,AT
Nissan,2016,77500,Grand Livina,MPV,Petrol,7,Silver,118000000,Bekasi,Jabodetabek,AT
Honda,2021,42500,City,Hatchback,Petrol,5,Merah,224000000,Bogor,Jabodetabek,AT
Toyota,2013,112500,NAV1,MPV,Petrol,7,Silver,170000000,Bandung,Jawa - Bali,AT
Daihatsu,2022,12500,Ayla,Hatchback,Petrol,5,Silver,112000000,Bandung,Jawa - Bali,MT
Daihatsu,2022,27500,Ayla,Hatchback,Petrol,5,Putih,112000000,Cimahi,Jawa - Bali,MT
Honda,2018,37500,CR-V,SUV,Petrol,5,Hitam,285000000,Tangerang,Jabodetabek,AT
Mitsubishi,2019,47500,Xpander,MPV,Petrol,7,Silver,166000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2012,122500,Avanza,MPV,Petrol,7,Hitam,105000000,Jakarta Timur,Jabodetabek,AT
Toyota,2022,27500,Yaris,Hatchback,Petrol,5,Putih,239000000,Jakarta Selatan,Jabodetabek,AT
Honda,2022,37500,City,Hatchback,Petrol,5,Hitam,244000000,Bandung,Jawa - Bali,AT
Honda,2022,2500,BR-V,SUV,Petrol,7,Abu-abu,222000000,Tangerang,Jabodetabek,AT
Nissan,2019,67500,Livina,MPV,Petrol,7,Hitam,169000000,Bekasi,Jabodetabek,AT
Mitsubishi,2020,62500,Xpander,MPV,Petrol,7,Silver,175000000,Bekasi,Jabodetabek,AT
Honda,2020,42500,CR-V,SUV,Petrol,5,Hitam,277000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2019,92500,Avanza,MPV,Petrol,7,Silver,155000000,Jakarta Utara,Jabodetabek,AT
Toyota,2022,17500,Fortuner,SUV,Diesel,7,Putih,507000000,Depok,Jabodetabek,AT
Honda,2018,87500,Brio,Hatchback,Petrol,5,Abu-abu,119000000,Karawang,Jawa - Bali,AT
Toyota,2021,62500,Vios,Sedan,Petrol,5,Merah,175000000,Tangerang,Jabodetabek,AT
Toyota,2023,32500,Calya,MPV,Petrol,7,Putih,147000000,Bekasi,Jabodetabek,AT
Daihatsu,2024,12500,Ayla,Hatchback,Petrol,5,Hitam,124000000,Bekasi,Jabodetabek,MT
Suzuki,2022,32500,Baleno,Hatchback,Petrol,5,Abu-abu,199000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2021,62500,Xpander,MPV,Petrol,7,Silver,197000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2022,27500,Ayla,Hatchback,Petrol,5,Abu-abu,105000000,Bandung,Jawa - Bali,MT
Toyota,2019,77500,Calya,MPV,Petrol,7,Abu-abu,131000000,Tangerang,Jabodetabek,AT
Nissan,2019,42500,Livina,MPV,Petrol,7,Abu-abu,173000000,Jakarta Barat,Jabodetabek,AT
Honda,2021,17500,BR-V,SUV,Petrol,7,Abu-abu,216000000,Tangerang,Jabodetabek,AT
Toyota,2020,27500,Agya,Hatchback,Petrol,5,Putih,126000000,Serang,Jawa - Bali,AT
Toyota,2013,87500,NAV1,MPV,Petrol,7,Putih,155000000,Tangerang,Jabodetabek,AT
Honda,2012,117500,Freed,MPV,Petrol,7,Abu-abu,138000000,Bandung,Jawa - Bali,AT
Daihatsu,2023,22500,Sigra,MPV,Petrol,7,Putih,128000000,Tangerang,Jabodetabek,AT
Daihatsu,2024,2500,Luxio,Van,Petrol,8,Putih,214000000,Bandung,Jawa - Bali,AT
Toyota,2019,47500,Sienta,MPV,Petrol,7,Merah,198000000,Bandung,Jawa - Bali,AT
Mitsubishi,2015,72500,Mirage,Hatchback,Petrol,5,Merah,107000000,Bandung,Jawa - Bali,AT
Toyota,2019,42500,Rush,SUV,Petrol,7,Putih,193000000,Jakarta Barat,Jabodetabek,AT
Toyota,2021,62500,Avanza,MPV,Petrol,7,Silver,173000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2019,77500,Kijang Innova,MPV,Petrol,8,Abu-abu,240000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2016,72500,Vellfire,MPV,Petrol,7,Hitam,535000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2022,32500,Sigra,MPV,Petrol,7,Putih,126000000,Tangerang,Jabodetabek,AT
Mazda,2017,52500,Biante,MPV,Petrol,7,Hitam,179000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2021,77500,Xpander,MPV,Petrol,7,Silver,199000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,17500,Kijang Innova Zenix,MPV,Hybrid,8,Putih,469000000,Jakarta Pusat,Jabodetabek,AT
Honda,2020,57500,City,Sedan,Petrol,5,Abu-abu,206000000,Depok,Jabodetabek,AT
Daihatsu,2022,42500,Ayla,Hatchback,Petrol,5,Silver,117000000,Bandung,Jawa - Bali,MT
Toyota,2012,142500,Yaris,Hatchback,Petrol,5,Putih,133000000,Surabaya,Jawa - Bali,AT
Daihatsu,2018,67500,Sigra,MPV,Petrol,7,Silver,97000000,Bekasi,Jabodetabek,MT
Suzuki,2017,107500,SX4 S-Cross,Hatchback,Petrol,5,Abu-abu,157000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,22500,Avanza,MPV,Petrol,7,Hitam,176000000,Bogor,Jabodetabek,MT
Daihatsu,2019,72500,Ayla,Hatchback,Petrol,5,Hitam,82000000,Bekasi,Jabodetabek,MT
Honda,2019,67500,Civic,Sedan,Petrol,5,Hitam,318000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,47500,Kijang Innova,MPV,Petrol,8,Putih,329000000,Tangerang,Jabodetabek,AT
Daihatsu,2024,7500,Ayla,Hatchback,Petrol,5,Putih,137000000,Karawang,Jawa - Bali,AT
Toyota,2017,62500,Vios,Sedan,Petrol,5,Coklat,153000000,Tangerang,Jabodetabek,AT
Daihatsu,2023,17500,Ayla,Hatchback,Petrol,5,Merah,118000000,Tangerang,Jabodetabek,MT
Subaru,2023,12500,WRX,Wagon,Petrol,5,Putih,707000000,Bekasi,Jabodetabek,AT
Subaru,2023,12500,WRX,Wagon,Petrol,5,Putih,707000000,Bekasi,Jabodetabek,AT
Honda,2017,122500,HR-V,SUV,Petrol,5,Abu-abu,190000000,Jakarta Timur,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,434000000,Bogor,Jabodetabek,AT
Honda,2015,92500,CR-V,SUV,Petrol,5,Hitam,229000000,Jakarta Utara,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,434000000,Bogor,Jabodetabek,AT
Suzuki,2023,7500,Jimny,SUV,Petrol,4,Kuning,434000000,Bogor,Jabodetabek,AT
Suzuki,2017,22500,Ertiga,MPV,Petrol,7,Abu-abu,144000000,Jakarta Selatan,Jabodetabek,MT
Hyundai,2020,52500,Santa Fe,SUV,Petrol,7,Putih,340000000,Jakarta Timur,Jabodetabek,AT
Hyundai,2020,52500,Santa Fe,SUV,Petrol,7,Putih,340000000,Jakarta Timur,Jabodetabek,AT
Hyundai,2020,52500,Santa Fe,SUV,Petrol,7,Putih,340000000,Jakarta Timur,Jabodetabek,AT
Toyota,2019,77500,Avanza,MPV,Petrol,7,Silver,139000000,Tangerang,Jabodetabek,AT
Toyota,2023,27500,Camry,Sedan,Petrol,5,Hitam,445000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2024,2500,Ayla,Hatchback,Petrol,5,Putih,217000000,Tangerang,Jabodetabek,MT
Toyota,2017,72500,Kijang Innova,MPV,Petrol,8,Hitam,222000000,Bandung,Jawa - Bali,MT
Nissan,2019,72500,Livina,MPV,Petrol,7,Hitam,179000000,Tangerang,Jabodetabek,AT
Toyota,2021,57500,Calya,MPV,Petrol,7,Silver,167000000,Bandung,Jawa - Bali,MT
Toyota,2019,67500,Avanza,MPV,Petrol,7,Hitam,139000000,Bekasi,Jabodetabek,MT
Daihatsu,2019,77500,Sigra,MPV,Petrol,7,Putih,98000000,Jakarta Selatan,Jabodetabek,MT
Daihatsu,2023,32500,Sigra,MPV,Petrol,7,Putih,111000000,Bandung,Jawa - Bali,MT
Toyota,2020,37500,Fortuner,SUV,Diesel,7,Putih,405000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2023,32500,Veloz,MPV,Petrol,7,Silver,238000000,Bandung,Jawa - Bali,AT
Suzuki,2014,92500,Splash,Hatchback,Petrol,5,Hitam,94000000,Bandung,Jawa - Bali,AT
Toyota,2017,67500,Agya,Hatchback,Petrol,5,Silver,114000000,Bandung,Jawa - Bali,AT
Toyota,2018,92500,Calya,MPV,Petrol,7,Hitam,111000000,Bandung,Jawa - Bali,AT
Honda,2017,52500,Brio,Hatchback,Petrol,5,Hitam,117000000,Bandung,Jawa - Bali,MT
Mazda,2019,62500,3,Hatchback,Petrol,5,Abu-abu,308000000,Tangerang,Jabodetabek,AT
Toyota,2019,72500,Avanza,MPV,Petrol,7,Putih,166000000,Bandung,Jawa - Bali,AT
Honda,2023,22500,BR-V,SUV,Petrol,7,Hitam,228000000,Bandung,Jawa - Bali,AT
Toyota,2021,42500,Rush,SUV,Petrol,7,Hitam,214000000,Bandung,Jawa - Bali,AT
Toyota,2009,142500,Kijang Innova,MPV,Petrol,8,Hitam,104000000,Tangerang,Jabodetabek,AT
Toyota,2014,92500,Rush,SUV,Petrol,5,Hitam,133000000,Jakarta Timur,Jabodetabek,MT
Honda,2015,57500,Freed,MPV,Petrol,7,Silver,178000000,Bandung,Jawa - Bali,AT
Daihatsu,2022,32500,Ayla,Hatchback,Petrol,5,Silver,102000000,Bandung,Jawa - Bali,MT
Toyota,2019,92500,Kijang Innova,MPV,Petrol,8,Hitam,228000000,Tangerang,Jabodetabek,MT
Honda,2021,37500,CR-V,SUV,Petrol,5,Abu-abu,358000000,Bekasi,Jabodetabek,AT
Honda,2019,82500,HR-V,SUV,Petrol,5,Abu-abu,213000000,Tangerang,Jabodetabek,AT
Honda,2017,87500,BR-V,SUV,Petrol,7,Abu-abu,159000000,Tangerang,Jabodetabek,AT
Daihatsu,2022,27500,Ayla,Hatchback,Petrol,5,Hitam,111000000,Bekasi,Jabodetabek,MT
Toyota,2019,97500,Kijang Innova,MPV,Petrol,8,Putih,236000000,Jakarta Selatan,Jabodetabek,AT
Nissan,2013,117500,Serena,MPV,Petrol,7,Putih,128000000,Tangerang,Jabodetabek,AT
Toyota,2021,52500,Avanza,MPV,Petrol,7,Silver,199000000,Jakarta Selatan,Jabodetabek,AT
Honda,2020,72500,Jazz,Hatchback,Petrol,5,Merah,235000000,Jakarta Timur,Jabodetabek,AT
Daihatsu,2023,22500,Sigra,MPV,Petrol,7,Hitam,105000000,Bogor,Jabodetabek,MT
Daihatsu,2021,82500,Ayla,Hatchback,Petrol,5,Putih,124000000,Bandung,Jawa - Bali,AT
Daihatsu,2024,22500,Sigra,MPV,Petrol,7,Hitam,108000000,Jakarta Timur,Jabodetabek,MT
Toyota,2022,32500,Calya,MPV,Petrol,7,Hitam,142000000,Jakarta Timur,Jabodetabek,AT
Daihatsu,2024,22500,Sigra,MPV,Petrol,7,Putih,98000000,Bogor,Jabodetabek,MT
Toyota,2020,67500,Avanza,MPV,Petrol,7,Silver,165000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,42500,Vios,Sedan,Petrol,5,Hitam,193000000,Bandung,Jawa - Bali,AT
Daihatsu,2023,12500,Ayla,Hatchback,Petrol,5,Putih,118000000,Bandung,Jawa - Bali,MT
Daihatsu,2019,152500,Sigra,MPV,Petrol,7,Putih,98000000,Jakarta Selatan,Jabodetabek,AT
Daihatsu,2023,17500,Sigra,MPV,Petrol,7,Abu-abu,136000000,Jakarta Barat,Jabodetabek,AT
Daihatsu,2023,2500,Ayla,Hatchback,Petrol,5,Hitam,121000000,Tangerang,Jabodetabek,MT
Daihatsu,2022,17500,Ayla,Hatchback,Petrol,5,Putih,119000000,Cimahi,Jawa - Bali,AT
Honda,2018,82500,Brio,Hatchback,Petrol,5,Merah,117000000,Bogor,Jabodetabek,AT
Daihatsu,2023,37500,Terios,SUV,Petrol,7,Hitam,237000000,Bandung,Jawa - Bali,AT
Toyota,2019,52500,Avanza,MPV,Petrol,7,Hitam,149000000,Bandung,Jawa - Bali,MT
Toyota,2020,77500,Fortuner,SUV,Diesel,7,Hitam,421000000,Depok,Jabodetabek,AT
Toyota,2019,67500,Avanza,MPV,Petrol,7,Putih,134000000,Jakarta Timur,Jabodetabek,MT
Toyota,2021,72500,Avanza,MPV,Petrol,7,Hitam,164000000,Depok,Jabodetabek,MT
Daihatsu,2017,47500,Ayla,Hatchback,Petrol,5,Hitam,86000000,Bogor,Jabodetabek,MT
Daihatsu,2019,62500,Gran Max,Pickup,Petrol,3,Hitam,93000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2020,67500,Avanza,MPV,Petrol,7,Hitam,162000000,Jakarta Barat,Jabodetabek,AT
Daihatsu,2013,87500,Xenia,MPV,Petrol,7,Silver,92000000,Bandung,Jawa - Bali,MT
Toyota,2017,52500,Yaris,Hatchback,Petrol,5,Hitam,175000000,Bandung,Jawa - Bali,AT
Toyota,2014,112500,Rush,SUV,Petrol,5,Hitam,128000000,Depok,Jabodetabek,AT
Toyota,2017,102500,Agya,Hatchback,Petrol,5,Hitam,117000000,Depok,Jabodetabek,AT
Honda,2017,72500,HR-V,SUV,Petrol,5,Abu-abu,186000000,Jakarta Timur,Jabodetabek,AT
Daihatsu,2018,57500,Gran Max,Van,Petrol,2,Putih,88000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2019,52500,Avanza,MPV,Petrol,7,Hitam,156000000,Bekasi,Jabodetabek,AT
Daihatsu,2022,52500,Sigra,MPV,Petrol,7,Putih,123000000,Bogor,Jabodetabek,AT
Nissan,2015,97500,Grand Livina,MPV,Petrol,7,Silver,112000000,Jakarta Barat,Jabodetabek,MT
Toyota,2019,52500,Calya,MPV,Petrol,7,Putih,125000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2017,87500,Calya,MPV,Petrol,7,Hitam,104000000,Jakarta Timur,Jabodetabek,MT
Daihatsu,2017,82500,Xenia,MPV,Petrol,7,Silver,128000000,Tangerang,Jabodetabek,MT
Toyota,2017,87500,Avanza,MPV,Petrol,7,Putih,139000000,Jakarta Selatan,Jabodetabek,AT
Honda,2017,77500,Mobilio,MPV,Petrol,7,Ungu,154000000,Jakarta Timur,Jabodetabek,AT
Toyota,2021,67500,Avanza,MPV,Petrol,7,Hitam,176000000,Depok,Jabodetabek,MT
Honda,2017,112500,Mobilio,MPV,Petrol,7,Silver,140000000,Jakarta Pusat,Jabodetabek,AT
Honda,2018,57500,Mobilio,MPV,Petrol,7,Hitam,148000000,Tangerang,Jabodetabek,AT
Honda,2021,22500,Brio,Hatchback,Petrol,5,Abu-abu,157000000,Depok,Jabodetabek,AT
Toyota,2021,62500,Avanza,MPV,Petrol,7,Hitam,164000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2021,67500,Avanza,MPV,Petrol,7,Hitam,171000000,Bekasi,Jabodetabek,AT
Daihatsu,2017,67500,Ayla,Hatchback,Petrol,5,Silver,86000000,Bogor,Jabodetabek,MT
Nissan,2014,142500,Grand Livina,MPV,Petrol,7,Abu-abu,95000000,Jakarta Timur,Jabodetabek,AT
Nissan,2017,57500,March,Hatchback,Petrol,5,Merah,94000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2020,62500,Kijang Innova,MPV,Petrol,8,Hitam,258000000,Bekasi,Jabodetabek,AT
Daihatsu,2021,82500,Gran Max,Van,Petrol,9,Silver,126000000,Depok,Jabodetabek,MT
Toyota,2019,52500,Agya,Hatchback,Petrol,5,Putih,122000000,Bogor,Jabodetabek,MT
Toyota,2015,82500,Agya,Hatchback,Petrol,5,Hitam,98000000,Tangerang,Jabodetabek,MT
Suzuki,2023,57500,XL7,SUV,Petrol,7,Putih,210000000,Tangerang,Jabodetabek,AT
Toyota,2021,62500,Avanza,MPV,Petrol,7,Silver,159000000,Bandung,Jawa - Bali,AT
Honda,2021,42500,HR-V,SUV,Petrol,5,Abu-abu,254000000,Bandung,Jawa - Bali,AT
Honda,2021,62500,Brio,Hatchback,Petrol,5,Abu-abu,174000000,Bandung,Jawa - Bali,AT
Toyota,2024,17500,Kijang Innova Zenix,MPV,Hybrid,8,Putih,469000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,17500,Kijang Innova Zenix,MPV,Hybrid,8,Putih,469000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2016,102500,Calya,MPV,Petrol,7,Putih,108000000,Bandung,Jawa - Bali,AT
Toyota,2018,112500,Calya,MPV,Petrol,7,Hitam,108000000,Bandung,Jawa - Bali,MT
Toyota,2021,12500,Yaris,Hatchback,Petrol,5,Orange,206000000,Bandung,Jawa - Bali,AT
Toyota,2020,57500,Sienta,MPV,Petrol,7,Kuning,178000000,Bandung,Jawa - Bali,AT
Toyota,2019,97500,Avanza,MPV,Petrol,7,Hitam,159000000,Bandung,Jawa - Bali,MT
Toyota,2021,67500,Avanza,MPV,Petrol,7,Silver,174000000,Depok,Jabodetabek,AT
Toyota,2020,67500,Calya,MPV,Petrol,7,Hitam,129000000,Tangerang,Jabodetabek,AT
Toyota,2019,102500,Kijang Innova,MPV,Diesel,8,Hitam,298000000,Tangerang,Jabodetabek,AT
Honda,2022,42500,HR-V,SUV,Petrol,5,Putih,374000000,Bandung,Jawa - Bali,AT
Toyota,2023,22500,Rush,SUV,Petrol,7,Silver,228000000,Karawang,Jawa - Bali,AT
Toyota,2013,112500,Avanza,MPV,Petrol,7,Hitam,118000000,Karawang,Jawa - Bali,MT
Toyota,2023,42500,Calya,MPV,Petrol,7,Hitam,142000000,Bandung,Jawa - Bali,AT
Toyota,2019,27500,Calya,MPV,Petrol,7,Merah,118000000,Cikarang,Jawa - Bali,MT
Honda,2020,47500,CR-V,SUV,Petrol,5,Hitam,265000000,Depok,Jabodetabek,AT
Toyota,2020,62500,Corolla Altis,Sedan,Petrol,5,Hitam,276000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,62500,Avanza,MPV,Petrol,7,Hitam,179000000,Jakarta Selatan,Jabodetabek,AT
Honda,2018,47500,Brio,Hatchback,Petrol,5,Abu-abu,133000000,Jakarta Timur,Jabodetabek,AT
Nissan,2016,87500,Grand Livina,MPV,Petrol,7,Silver,112000000,Bekasi,Jabodetabek,MT
Toyota,2019,37500,Kijang Innova,MPV,Petrol,8,Hitam,248000000,Tangerang,Jabodetabek,AT
Suzuki,2023,27500,Ertiga,MPV,Hybrid,7,Abu-abu,213000000,Tangerang,Jabodetabek,AT
Toyota,2021,47500,Avanza,MPV,Petrol,7,Putih,164000000,Bandung,Jawa - Bali,AT
Daihatsu,2024,2500,Gran Max,Pickup,Petrol,3,Abu-abu,128000000,Bandung,Jawa - Bali,MT
Mitsubishi,2020,77500,Pajero Sport,SUV,Diesel,7,Hitam,398000000,Tangerang,Jabodetabek,AT
Honda,2020,57500,Civic,Sedan,Petrol,5,Hitam,337000000,Tangerang,Jabodetabek,AT
Toyota,2020,57500,Corolla Altis,Sedan,Petrol,5,Hitam,276000000,Tangerang,Jabodetabek,AT
Toyota,2020,52500,Kijang Innova,MPV,Petrol,7,Hitam,320000000,Tangerang,Jabodetabek,AT
Mitsubishi,2020,67500,Pajero Sport,SUV,Diesel,7,Hitam,421000000,Bandung,Jawa - Bali,AT
Daihatsu,2016,72500,Terios,SUV,Petrol,7,Putih,139000000,Jakarta Timur,Jabodetabek,MT
Mitsubishi,2021,57500,Xpander,MPV,Petrol,7,Hitam,216000000,Jakarta Timur,Jabodetabek,AT
Honda,2019,87500,Mobilio,MPV,Petrol,7,Hitam,155000000,Bogor,Jabodetabek,AT
Toyota,2023,47500,Calya,MPV,Petrol,7,Silver,131000000,Cikarang,Jawa - Bali,MT
Toyota,2023,22500,Voxy,MPV,Petrol,7,Hitam,465000000,Bekasi,Jabodetabek,AT
Daihatsu,2022,37500,Ayla,Hatchback,Petrol,5,Abu-abu,114000000,Bandung,Jawa - Bali,MT
Daihatsu,2020,27500,Ayla,Hatchback,Petrol,5,Putih,85000000,Jakarta Selatan,Jabodetabek,MT
Toyota,2019,42500,Calya,MPV,Petrol,7,Silver,116000000,Bekasi,Jabodetabek,MT
Toyota,2020,67500,Kijang Innova,MPV,Petrol,8,Hitam,258000000,Depok,Jabodetabek,AT
Daihatsu,2021,47500,Ayla,Hatchback,Petrol,5,Hitam,86000000,Tangerang,Jabodetabek,MT
MINI,2019,22500,Cooper,Hatchback,Petrol,4,Hijau,489000000,Jakarta Utara,Jabodetabek,AT
Toyota,2023,22500,Voxy,MPV,Petrol,7,Hitam,465000000,Bekasi,Jabodetabek,AT
Toyota,2023,22500,Voxy,MPV,Petrol,7,Hitam,465000000,Bekasi,Jabodetabek,AT
Toyota,2021,67500,Kijang Innova,MPV,Petrol,8,Silver,269000000,Tangerang,Jabodetabek,AT
Toyota,2022,27500,Calya,MPV,Petrol,7,Hitam,128000000,Depok,Jabodetabek,AT
Toyota,2021,62500,Avanza,MPV,Petrol,7,Hitam,169000000,Depok,Jabodetabek,MT
Nissan,2013,87500,March,Hatchback,Petrol,5,Putih,87000000,Tangerang,Jabodetabek,AT
Honda,2022,37500,BR-V,SUV,Petrol,7,Abu-abu,218000000,Bandung,Jawa - Bali,AT
Daihatsu,2023,47500,Gran Max,Van,Petrol,9,Abu-abu,152000000,Bandung,Jawa - Bali,MT
Toyota,2020,67500,Calya,MPV,Petrol,7,Putih,136000000,Tangerang,Jabodetabek,AT
Toyota,2022,32500,Veloz,MPV,Petrol,7,Hitam,231000000,Jakarta Timur,Jabodetabek,AT
Toyota,2019,62500,Kijang Innova,MPV,Petrol,8,Silver,251000000,Bogor,Jabodetabek,AT
Daihatsu,2020,87500,Luxio,Van,Petrol,8,Silver,169000000,Jakarta Timur,Jabodetabek,AT
